Business Name,Address,City,Phone Number,Website,Category / Cuisine,Source,Confidence Score (Independent),LastName,Email
Avani Asian Indian Bistro,801 Matheson W Mississauga ON L5V 2N6,Guelph,(905) 501-0021,http://www.avani.ca/,,YellowPages.ca,1,Unknown597,Unknown597@gmail.com
Bombay Bhel Restaurant,2525 Hampshire Gate Oakville ON L6H 6C8,Guelph,(905) 829-1040,http://www.facebook.com/BombayBhelRestaurant,,YellowPages.ca,1,Unknown598,Unknown598@gmail.com
Dixie Sweets & Restaurant,630 Peter Robertson Boulevard Brampton ON L6R 1T4,Guelph,(905) 463-2233,https://www.facebook.com/Dixie-Sweets-Restaurant-181577528529034/,,YellowPages.ca,1,Unknown599,Unknown599@gmail.com
The Mirage Indian Cuisine,130 Father Tobin Rd Brampton ON L6R 3P1,Guelph,(905) 793-7707,https://www.facebook.com/pages/The-Mirage-Indian-Cuisine/692593210785738,,YellowPages.ca,1,Unknown600,Unknown600@gmail.com
Kori's Roti Stop,1026 Speers Rd Oakville ON L6L 2X4,Guelph,(905) 849-5510,http://www.korisroti.ca/,,YellowPages.ca,1,Unknown601,Unknown601@gmail.com
Dosa Boyz Inc,35 Resolution Dr Brampton ON L6W 0A6,Guelph,(905) 454-9399,,,YellowPages.ca,1,Unknown602,Unknown602@gmail.com
Ohé Bombay,3100 Winston Churchill Blvd Mississauga ON L5L 2V7,Guelph,(905) 608-8885,http://www.ohbombay.ca/,,YellowPages.ca,1,Unknown603,Unknown603@gmail.com
Howden Tandoori Flame,3A-375 Howden Blvd Brampton ON L6S 4L6,Guelph,(905) 230-1861,,,YellowPages.ca,1,Unknown604,Unknown604@gmail.com
Tandoori Flame,D2-5975 Mavis Road Mississauga ON L5R 3T7,Guelph,(905) 502-8555,http://www.facebook.com/177747849735920,,YellowPages.ca,1,Unknown605,Unknown605@gmail.com
Tikka Junction,26-295A Queen St E Brampton ON L6W 3R1,Guelph,(647) 429-4040,,,YellowPages.ca,1,Unknown606,Unknown606@gmail.com
Guru's Classic Indian & Hakka Chinese Cuisine,8C-5955 Latimer Dr Mississauga ON L5V 0B7,Guelph,(905) 567-9479,http://gurusindiancuisine.com/,,YellowPages.ca,1,Unknown607,Unknown607@gmail.com
Tandoori Tadka,09-20 Dewside Dr Brampton ON L6R 3Y3,Guelph,(416) 894-5770,https://www.facebook.com/Tandoori-Tadka-1218768831512701/,,YellowPages.ca,1,Unknown608,Unknown608@gmail.com
Lekochi Cuisine Ltd,20 Dewside Dr Brampton ON L6R 3Y3,Guelph,(905) 789-9998,,,YellowPages.ca,1,Unknown609,Unknown609@gmail.com
Amaya Express - Bramalea,10615 Bramalea Rd Brampton ON L6R 3P4,Guelph,(905) 458-7890,http://www.amayarestaurant.com/,,YellowPages.ca,1,Unknown610,Unknown610@gmail.com
Incredible India,10635 Bramalea Rd Brampton ON L6R 3P4,Guelph,(905) 789-7701,http://www.facebook.com/1267173453398946,,YellowPages.ca,1,Unknown611,Unknown611@gmail.com
Leela's Roti & Doubles,900 Rathburn Rd W Mississauga ON L5C 4L2,Guelph,(905) 232-9070,https://www.facebook.com/leelasroti/,,YellowPages.ca,1,Unknown612,Unknown612@gmail.com
Indian Flavour,35 Sunny Meadow Blvd Brampton ON L6R 0L6,Guelph,(905) 799-8224,,,YellowPages.ca,1,Unknown613,Unknown613@gmail.com
Madras Restaurant Ltd,2280 Bovaird Dr E Brampton ON L6R 3J5,Guelph,(905) 789-6600,https://madrasrestaurantbrampton.com/,,YellowPages.ca,1,Unknown614,Unknown614@gmail.com
Bukhara Grill,1170 Burnhamthorpe Rd W Mississauga ON L5C 4E6,Guelph,(905) 232-6813,http://bukharagrill.ca/,,YellowPages.ca,1,Unknown615,Unknown615@gmail.com
Nirvana The Flavors of India,35 Brunel Rd Mississauga ON L4Z 3E8,Guelph,(905) 501-5500,http://www.nirvanatheflavoursofindia.com/,,YellowPages.ca,1,Unknown616,Unknown616@gmail.com
Sahara Restaurant,1B-35 Brunel Rd Mississauga ON L4Z 3E8,Guelph,(905) 568-9300,http://www.saharaonline.ca/,,YellowPages.ca,1,Unknown617,Unknown617@gmail.com
Bollywood Unlimited Inc.,512 Bristol Rd W Mississauga ON L5R 3Z1,Guelph,(905) 712-0777,http://m4u.ca/,,YellowPages.ca,1,Unknown618,Unknown618@gmail.com
Mahal Restaurant,527 Upper Sherman Ave Hamilton ON L8V 3L9,Guelph,(905) 777-0077,http://www.menusonly.com/,,YellowPages.ca,1,Unknown619,Unknown619@gmail.com
Tandoori Flame,8150 Dixie Brampton ON L6T 4B8,Guelph,(905) 451-4990,https://www.facebook.com/tandooriflame/,,YellowPages.ca,1,Unknown620,Unknown620@gmail.com
Rick's Good Eat,6660 Kennedy Rd Mississauga ON L5T 2M9,Guelph,(905) 696-6966,https://ricksgoodeats.ca/,,YellowPages.ca,1,Unknown621,Unknown621@gmail.com
Rolling Bites,1300 Steeles Ave E Brampton ON L6T 1A2,Guelph,(647) 327-1972,https://www.instagram.com/rolling.bites.lb/,,YellowPages.ca,1,Unknown622,Unknown622@gmail.com
Indian Veg Food,8 Hoodless Crt Brantford ON N3T 0A8,Guelph,(289) 729-0713,,,YellowPages.ca,1,Unknown623,Unknown623@gmail.com
Lynn's Buccoo Reef Restaurant,284 Orenda Rd Brampton ON L6T 4X6,Guelph,(905) 452-7333,,,YellowPages.ca,1,Unknown624,Unknown624@gmail.com
Fresh Tandoori,945 Peter Robertson Blvd Brampton ON L6R 2R6,Guelph,(905) 792-1711,,,YellowPages.ca,1,Unknown625,Unknown625@gmail.com
Tandori Dorasoi,284 Orenda Rd Brampton ON L6T 5S3,Guelph,(905) 452-3627,http://minarsweets.ca/,,YellowPages.ca,1,Unknown626,Unknown626@gmail.com
Honey Bake Shop,331 King St W Kitchener ON N2G 1B8,Guelph,(519) 954-8983,,,YellowPages.ca,1,Unknown627,Unknown627@gmail.com
Fleetwood Acres Home Style Bakery Ltd,1847 Centre Rd Hamilton ON L8N 2Z7,Guelph,(905) 659-4545,http://www.fleetwoodacres.ca/,,YellowPages.ca,1,Unknown628,Unknown628@gmail.com
E&G Bakery,133 Metcalfe St Gd Elora ON N0B 1S0,Guelph,(519) 722-5483,,,YellowPages.ca,1,Unknown629,Unknown629@gmail.com
Lazeez Shawarma,"370 Stone Road West, Guelph",Guelph,,https://www.lazeezshawarma.com/,shawarma,OpenStreetMap,1,Unknown630,Unknown630@gmail.com
Souvlaki Flame Restaurant,"206 Speedvale Avenue West, Guelph",Guelph,,https://souvlakiflame.ca/,greek,OpenStreetMap,1,Unknown631,Unknown631@gmail.com
Wok Box,"492 Edinburgh Road South, Guelph",Guelph,,https://wokbox.ca/,asian,OpenStreetMap,1,Unknown632,Unknown632@gmail.com
Chubbs,"492 Edinburgh Road South, Guelph",Guelph,(519) 823-5005,https://www.chubbs.ca/,sandwich,OpenStreetMap,1,Unknown633,Unknown633@gmail.com
Market Co.,"32 Carden Street, Guelph",Guelph,,https://marketco.ca/,restaurant,OpenStreetMap,1,Unknown634,Unknown634@gmail.com
Pokehana,"18 Wilson Street, Guelph",Guelph,,https://pokehana.ca/,hawaiian,OpenStreetMap,1,Unknown635,Unknown635@gmail.com
Sweet!,"22 Carden Street, Guelph",Guelph,,,confectionery,OpenStreetMap,1,Unknown636,Unknown636@gmail.com
I Heart Boba,"70 Macdonell Street, Guelph",Guelph,,https://www.iheartboba.ca/,bubble tea,OpenStreetMap,1,Unknown637,Unknown637@gmail.com
Holy Shakes,,Guelph,,,restaurant,OpenStreetMap,1,Unknown638,Unknown638@gmail.com
YIAYIA,"304 Stone Road West, Guelph",Guelph,,https://yiayia.ca/,mediterranean,OpenStreetMap,1,Unknown639,Unknown639@gmail.com
Guac Mexi Grill,,Guelph,,,mexican,OpenStreetMap,1,Unknown640,Unknown640@gmail.com
Lost Aviator Coffee Co.,"404 York Road, Guelph",Guelph,(519) 400-8000,https://www.lostaviatorcoffee.com/,coffee shop,OpenStreetMap,1,Unknown641,Unknown641@gmail.com
Na Ha Thai's Kitchen,"471 York Road, Guelph",Guelph,(519) 362-1467,https://nahathaikitchen.ca/,thai,OpenStreetMap,1,Unknown642,Unknown642@gmail.com
Cafe Greek Garden,"497 York Road, Guelph",Guelph,(519) 821-0000,https://cafegreekgarden.ca/,greek,OpenStreetMap,1,Unknown643,Unknown643@gmail.com
Found Coffee Shop,"17 Gordon Street, Guelph",Guelph,(519) 836-4606,https://found.coffee/,coffee shop,OpenStreetMap,1,Unknown644,Unknown644@gmail.com
Two Plus Pizza,,Guelph,,,pizza,OpenStreetMap,1,Unknown645,Unknown645@gmail.com
Pizza Trokadero,,Guelph,,,pizza,OpenStreetMap,1,Unknown646,Unknown646@gmail.com
Pyramid Pizza and Wings,"206 Speedvale Avenue West, Guelph",Guelph,,https://pyramidpizza.ca/,pizza,OpenStreetMap,1,Unknown647,Unknown647@gmail.com
KANOO Coffee,82 Yarmouth Street,Guelph,,https://www.kanoocoffee.com/,cafe,OpenStreetMap,1,Unknown648,Unknown648@gmail.com
Fusion Authentic Indian Cuisine,96 Gordon Street,Guelph,(519) 265-0999,https://fusionindian.com/,indian,OpenStreetMap,1,Unknown649,Unknown649@gmail.com
The Round Table Board Game Café Guelph,"32 Essex Street, Guelph",Guelph,(519) 822-0505,https://roundtablekingdom.ca/,cafe,OpenStreetMap,1,Unknown650,Unknown650@gmail.com
Shawarma Alley,43 Macdonell Street,Guelph,(519) 763-3198,https://shawarma-alley.com/,kebab,OpenStreetMap,1,Unknown651,Unknown651@gmail.com
Super Happy Garden,Guelph,Guelph,,,chinese,OpenStreetMap,1,Unknown652,Unknown652@gmail.com
Queen's Cafe,Guelph,Guelph,,,cafe,OpenStreetMap,1,Unknown653,Unknown653@gmail.com
Kirtida Kitchen,245 Edinburgh Road South,Guelph,(519) 767-0055,http://www.kirtidakitchen.com/,indian,OpenStreetMap,1,Unknown654,Unknown654@gmail.com
West End Bakery,46 Waterloo Avenue,Guelph,(519) 824-6750,https://www.westendbakery.ca/,bakery,OpenStreetMap,1,Unknown655,Unknown655@gmail.com
Church's Chicken,"670 Woolwich Street, Guelph",Guelph,(519) 265-9848,https://ontario.churchstexaschicken.com/Location/670WoolwichStreetGuelph,chicken,OpenStreetMap,1,Unknown656,Unknown656@gmail.com
Helmand Kebab House,"486 Woodlawn Road East, Guelph",Guelph,(519) 265-8811,https://guelph.helmandkababhouse.com/,afghan,OpenStreetMap,1,Unknown657,Unknown657@gmail.com
Olive Tree,,Guelph,,,greek,OpenStreetMap,1,Unknown658,Unknown658@gmail.com
The Wingery,"208 Silvercreek Parkway North, Guelph",Guelph,(519) 265-2050,https://www.thewingery.ca/,wings,OpenStreetMap,1,Unknown659,Unknown659@gmail.com
Win Chinese Food,1467 Gordon Street S,Guelph,,https://winchinesefood.com/,chinese,OpenStreetMap,1,Unknown660,Unknown660@gmail.com
Guildsmen Café,"2 Gordon Street, Guelph",Guelph,(519) 835-2973,https://www.guildsmencafe.ca/,coffee shop,OpenStreetMap,1,Unknown661,Unknown661@gmail.com
Victoria’s Pizza,,Guelph,,,pizza,OpenStreetMap,1,Unknown662,Unknown662@gmail.com
DeBAR Dessert Cafe,105 Wyndham Street North,Guelph,(519) 803-7322,https://debar.ca,"breakfast, dessert, cafe",OpenStreetMap,1,Unknown663,Unknown663@gmail.com
Double Rainbow Cafe,"60 Ontario Street, Guelph",Guelph,,https://doublerainbowcafe.ca/,coffee shop,OpenStreetMap,1,Unknown664,Unknown664@gmail.com
Milk & Co. Gourmet Cookies,3A Wyndham Street North,Guelph,(548) 855-0023,https://www.milkcocookies.com/,bakery,OpenStreetMap,1,Unknown665,Unknown665@gmail.com
Guelph Pizza Wings & Burgers,"338 Waterloo Avenue, Guelph",Guelph,,https://guelphpizzawings.com/,"pizza, burger",OpenStreetMap,1,Unknown666,Unknown666@gmail.com
Biryani Delight,,Guelph,,,indian,OpenStreetMap,1,Unknown667,Unknown667@gmail.com
Broken English Bistro,,Guelph,,,restaurant,OpenStreetMap,1,Unknown668,Unknown668@gmail.com
Italy Pizza,,Guelph,,,pizza,OpenStreetMap,1,Unknown669,Unknown669@gmail.com
CoCo Fresh Tea & Juice,"1219 Gordon Street, Guelph",Guelph,,,bubble tea,OpenStreetMap,1,Unknown670,Unknown670@gmail.com
Wall Parr Sausage,,Guelph,,,hot dog,OpenStreetMap,1,Unknown671,Unknown671@gmail.com
Balzac’s Coffee Roasters,"5 Gordon Street, Guelph",Guelph,(519) 265-8828,https://shop.balzacs.com/pages/guelph,coffee shop,OpenStreetMap,1,Unknown672,Unknown672@gmail.com
Capistrano,,Guelph,,https://capistranobistro.ca/,coffee shop,OpenStreetMap,1,Unknown673,Unknown673@gmail.com
Refresh Juice Co.,33 Quebec Street,Guelph,,,juice,OpenStreetMap,1,Unknown674,Unknown674@gmail.com
The Wing Spot,23 Quebec Street,Guelph,,https://www.thewingspot.ca/,"american, quick service",OpenStreetMap,1,Unknown675,Unknown675@gmail.com
Eggcetra,,Guelph,,,breakfast,OpenStreetMap,1,Unknown676,Unknown676@gmail.com
Gordon Sushi House,"1219 Gordon Street, Guelph",Guelph,(519) 780-2222,https://gordonsushihouse.com/,sushi,OpenStreetMap,1,Unknown677,Unknown677@gmail.com
Jumbo 3 for 1 Pizza & Wings,"159 Fife Road, Guelph",Guelph,(519) 836-1818,https://www.jumbo3for1pizza.ca/,"pizza, wings",OpenStreetMap,1,Unknown678,Unknown678@gmail.com
La Cucina Pizzeria,43 Wyndham Street North,Guelph,,,italian,OpenStreetMap,1,Unknown679,Unknown679@gmail.com
Villa Madina,,Guelph,,,mediterranean,OpenStreetMap,1,Unknown680,Unknown680@gmail.com
imPerfect Fresh Eats,,Guelph,,,fast food,OpenStreetMap,1,Unknown681,Unknown681@gmail.com
z-teca Mexican Eatery,,Guelph,,,mexican,OpenStreetMap,1,Unknown682,Unknown682@gmail.com
Mr. Pretzels,,Guelph,,,pretzel,OpenStreetMap,1,Unknown683,Unknown683@gmail.com
Marble Slab Creamery,,Guelph,,,ice cream,OpenStreetMap,1,Unknown684,Unknown684@gmail.com
Topper's Pizza,,Guelph,(519) 310-7171,https://toppers.ca/,pizza,OpenStreetMap,1,Unknown685,Unknown685@gmail.com
Hanami Izakaya,86 Gordon Street,Guelph,(519) 265-5599,,japanese,OpenStreetMap,1,Unknown686,Unknown686@gmail.com
Tandoori Shawarma and Pizza,"1515 Gordon Street, Guelph",Guelph,(519) 821-0777,https://tandoorishawarmaandpizzaca.com/,"pizza, indian, international, shawarma",OpenStreetMap,1,Unknown687,Unknown687@gmail.com
The Real Deal Sports Bar & Billiards Inc.,,Guelph,,,restaurant,OpenStreetMap,1,Unknown688,Unknown688@gmail.com
Java Bean Cafe,"175 Chancellors Way, Guelph",Guelph,,,cafe,OpenStreetMap,1,Unknown689,Unknown689@gmail.com
Lazeez Shawarma,,Guelph,,,restaurant,OpenStreetMap,1,Unknown690,Unknown690@gmail.com
Piatto Pizzeria + Enoteca Guelph,"153 Wyndham Street North, Guelph",Guelph,,https://www.piattopizzeria.com/featured-locations/guelph,pizza,OpenStreetMap,1,Unknown691,Unknown691@gmail.com
New Orleans Pizza,,Guelph,,,pizza,OpenStreetMap,1,Unknown692,Unknown692@gmail.com
L’angolo Cafe,,Guelph,,,cafe,OpenStreetMap,1,Unknown693,Unknown693@gmail.com
Royal Paan,,Guelph,,,restaurant,OpenStreetMap,1,Unknown694,Unknown694@gmail.com
Kung Fu Tea,"206 Silvercreek Parkway North, Guelph",Guelph,(519) 836-8299,,bubble tea,OpenStreetMap,1,Unknown695,Unknown695@gmail.com
Reset Social Cafe,"1886 Gordon Street, Guelph",Guelph,,https://www.resetsocial.cafe,cafe,OpenStreetMap,1,Unknown696,Unknown696@gmail.com
Pür & Simple,"370 Stone Road West, Guelph",Guelph,,,breakfast,OpenStreetMap,1,Unknown697,Unknown697@gmail.com
With The Grain Bakery,"295 Woolwich Street, Guelph",Guelph,(519) 827-0008,https://withthegrain.ca/,bakery,OpenStreetMap,1,Unknown698,Unknown698@gmail.com
Moe's,,Guelph,,,hot dog,OpenStreetMap,1,Unknown699,Unknown699@gmail.com
Edo Japan,,Guelph,,,japanese,OpenStreetMap,1,Unknown700,Unknown700@gmail.com
Burrito Boys,"221 Woodlawn Road West, Guelph",Guelph,,,mexican,OpenStreetMap,1,Unknown701,Unknown701@gmail.com
Caribbean Delight,"221 Woodlawn Road West, Guelph",Guelph,,,jamaican,OpenStreetMap,1,Unknown702,Unknown702@gmail.com
Quesada,,Guelph,,,mexican,OpenStreetMap,1,Unknown703,Unknown703@gmail.com
Twice The Deal Pizza & Wings,"105 Clair Road East, Guelph",Guelph,(519) 763-7770,,pizza,OpenStreetMap,1,Unknown704,Unknown704@gmail.com
T.O.'s Kathi Roll Eatery,,Guelph,,,restaurant,OpenStreetMap,1,Unknown705,Unknown705@gmail.com
Victoria's Pizza,"259 Grange Road, Guelph",Guelph,(519) 821-1000,https://victoriaspizzaguelph.com/,pizza,OpenStreetMap,1,Unknown706,Unknown706@gmail.com
Costco Food Court,,Guelph,,,"hot dog, pizza, sandwich",OpenStreetMap,1,Unknown707,Unknown707@gmail.com
Dynamite pizza,"15 Speedvale Avenue East, Guelph",Guelph,,,pizza,OpenStreetMap,1,Unknown708,Unknown708@gmail.com
THE VILLAGE MARKET,120 May St RR 4 Rockwood ON N0B 2K0,Guelph,(519) 830-1560,,,YellowPages.ca,1,Unknown709,Unknown709@gmail.com
Bistro Réunion,42 Queen St Morriston ON N0B 2C0,Guelph,(519) 824-1878,https://www.reunionbistro.ca/,,YellowPages.ca,1,Unknown710,Unknown710@gmail.com
Cinnarolls,100 Jamieson Pky Cambridge ON N3C 4B3,Guelph,(519) 651-1290,,,YellowPages.ca,1,Unknown711,Unknown711@gmail.com
The Java Garden,2 Queen St E Cambridge ON N3C 2A6,Guelph,(519) 260-0783,,,YellowPages.ca,1,Unknown712,Unknown712@gmail.com
Sticky Rice Thai Restaurant,12 Queen St E Cambridge ON N3C 2A6,Guelph,(548) 288-4248,,,YellowPages.ca,1,Unknown713,Unknown713@gmail.com
Choun Kitchen,102-39 Queen St E Cambridge ON N3C 2A7,Guelph,(519) 260-9000,,,YellowPages.ca,1,Unknown714,Unknown714@gmail.com
Four Fathers Brewing,125 Guelph Ave Cambridge ON N3C 1A5,Guelph,(519) 658-4434,,,YellowPages.ca,1,Unknown715,Unknown715@gmail.com
Chompin At The Bit,189 Main N Rockwood ON N0B 2K0,Guelph,(519) 856-1220,https://chompinatthebit.ca/,,YellowPages.ca,1,Unknown716,Unknown716@gmail.com
DJ'S Donuts & Deli,261 Alma St Rockwood ON N0B 2K0,Guelph,(519) 856-2057,,,YellowPages.ca,1,Unknown717,Unknown717@gmail.com
Bollywood Bistro The,561 York Road Guelph ON N1E 3J3,Guelph,(519) 821-3999,http://www.thebollywoodbistro.com/,,YellowPages.ca,1,Unknown718,Unknown718@gmail.com
A-1 Steam Cleaning Service,579 Arkell Rd Arkell ON N0B 1C0,Guelph,(519) 822-0327,,,YellowPages.ca,1,Unknown719,Unknown719@gmail.com
Eh G,34 Queen St Morriston ON N0B 2C0,Guelph,(519) 767-9987,http://www.achangeofpacerestaurant.com/,,YellowPages.ca,1,Unknown720,Unknown720@gmail.com
Enver's of Morriston,42 Queen Street Morriston ON N0B 2C0,Guelph,(519) 821-2852,http://www.enversofmorriston.ca/,,YellowPages.ca,1,Unknown721,Unknown721@gmail.com
Milestones,185 Stone Rd W Guelph ON N1G 5L4,Guelph,(437) 524-1547,https://milestonesrestaurants.com/locations/guelph/,,YellowPages.ca,1,Unknown722,Unknown722@gmail.com
Mandarin Restaurant,565 Woodlawn Rd W Guelph ON N1K 1E9,Guelph,(519) 837-9000,http://www.mandarinrestaurant.com/,,YellowPages.ca,1,Unknown723,Unknown723@gmail.com
The Big Fat Jerk Caribbean Restaurant,42 Carden St Guelph ON N1H 3A2,Guelph,(647) 999-2956,https://bigfatjerk.ca/,,YellowPages.ca,1,Unknown724,Unknown724@gmail.com
Symposium Cafe Restaurant Guelph,5-304 Stone Rd W Guelph ON N1G 3C4,Guelph,(519) 824-4138,https://symposiumcafe.com/locations/guelph-restaurants,,YellowPages.ca,1,Unknown725,Unknown725@gmail.com
Duke & Duchess,900 Jamieson Pky Cambridge ON N3C 4N6,Guelph,(519) 654-2224,,,YellowPages.ca,1,Unknown726,Unknown726@gmail.com
Akropolis 5 Inc,150 Holiday Inn Dr Cambridge ON N3C 1Z5,Guelph,(519) 658-9355,https://www.timhortons.ca/menu,,YellowPages.ca,1,Unknown727,Unknown727@gmail.com
Golden Griddle,20 Woodlawn Rd E Guelph ON N1H 1G7,Guelph,(519) 836-4590,http://www.goldengriddleguelph.ca/,,YellowPages.ca,1,Unknown728,Unknown728@gmail.com
Creekside Kitchen,115 Downey Rd Guelph ON N1C 1A2,Guelph,(519) 821-7477,http://www.creeksidekitchen.ca/,,YellowPages.ca,1,Unknown729,Unknown729@gmail.com
Campus Bakery Co.,50 Stone Rd E Guelph ON N1G 2W1,Guelph,(519) 821-4120,http://www.facebook.com/12660,,YellowPages.ca,1,Unknown730,Unknown730@gmail.com
Black Bell Restaurant,107 Wyndham St N Guelph ON N1H 4E9,Guelph,(226) 343-8011,https://www.facebook.com/william.wei.75641,,YellowPages.ca,1,Unknown731,Unknown731@gmail.com
Cooks Corner Catering,16 Echo Dr Guelph ON N1G 1H2,Guelph,(519) 240-2512,http://www.facebook.com/7745,,YellowPages.ca,1,Unknown732,Unknown732@gmail.com
Elora Bread Trading Company Ltd,73 Metcalfe St Elora ON N0B 1S0,Guelph,(519) 846-8282,http://www.elorabread.ca/,,YellowPages.ca,1,Unknown733,Unknown733@gmail.com
Caribbean Jerk House,9 Norwich St W Toronto ON,Guelph,(647) 749-2467,,,YellowPages.ca,1,Unknown734,Unknown734@gmail.com
Thai Villa Cuisine,666 Woolwich St Guelph ON N1H 7G5,Guelph,(519) 822-9469,,,YellowPages.ca,1,Unknown735,Unknown735@gmail.com
Sam's Grill,55-100 Pinebush Rd Cambridge ON N1R 8J8,Guelph,(519) 267-8558,,,YellowPages.ca,1,Unknown736,Unknown736@gmail.com
Johnny Greekos,6-209 Pinebush Rd Cambridge ON N1R 7H8,Guelph,(548) 558-0806,,,YellowPages.ca,1,Unknown737,Unknown737@gmail.com
Hanami Izakaya,"A, 86 Gordon St Guelph ON N1H 4H6",Guelph,(519) 265-5599,,,YellowPages.ca,1,Unknown738,Unknown738@gmail.com
Pho Mindy,1453 Gordon St Guelph ON N1L 1C9,Guelph,(519) 827-2112,http://www.heritageperio.ca/,,YellowPages.ca,1,Unknown739,Unknown739@gmail.com
Einstein's Cafe,2 Grant Guelph ON N1H 4C3,Guelph,(519) 822-6742,http://einsteinscafe.net/,,YellowPages.ca,1,Unknown740,Unknown740@gmail.com
The Block,3 Wyndham St N Guelph ON N1H 4E2,Guelph,(519) 827-9378,http://www.ouderkirkandtaylor.com/,,YellowPages.ca,1,Unknown741,Unknown741@gmail.com
W Sushi,235 Edinburgh Rd S Guelph ON N1G 2J5,Guelph,(519) 821-6688,http://wsushi.com/,,YellowPages.ca,1,Unknown742,Unknown742@gmail.com
Diana Downtown,141 Wyndham St N Guelph ON N1H 4E9,Guelph,(519) 836-3460,http://www.dianadowntown.com/,,YellowPages.ca,1,Unknown743,Unknown743@gmail.com
Earth To Table Bread Bar,105 Gordon Guelph ON N1H 4H6,Guelph,(519) 767-2999,https://bardorestaurants.ca/,,YellowPages.ca,1,Unknown744,Unknown744@gmail.com
Lucky Belly,763 Woolwich St Guelph ON N1H 3Z2,Guelph,(519) 265-9222,http://theluckybelly.com/,,YellowPages.ca,1,Unknown745,Unknown745@gmail.com
Planet Bean Coffee,"367;369 Gordon Street, Guelph",Guelph,(519) 265-9533,https://planetbeancoffee.com/,coffee shop,OpenStreetMap,1,Unknown746,Unknown746@gmail.com
Dutch Toko European Deli,"666 Woolwich Street, Guelph",Guelph,(519) 822-4690,http://www.dutchtoko.ca/,deli,OpenStreetMap,1,Unknown747,Unknown747@gmail.com
Centurion Coffee,"30 Clair Road West, Guelph",Guelph,(226) 401-4464,https://www.centurioncoffee.ca/,coffee shop,OpenStreetMap,1,Unknown748,Unknown748@gmail.com
Montana's,"201 Stone Road West, Guelph",Guelph,,,barbecue,OpenStreetMap,1,Unknown749,Unknown749@gmail.com
Wally Parr Sausage,"1474 Gordon Street, Guelph",Guelph,,,"american, hot dog, sausage",OpenStreetMap,1,Unknown750,Unknown750@gmail.com
Scaddabush,"494 Edinburgh Road South, Guelph",Guelph,(519) 838-8457,,restaurant,OpenStreetMap,1,Unknown751,Unknown751@gmail.com
Creelman Hall,"99 College Avenue East, Guelph",Guelph,,,fast food,OpenStreetMap,1,Unknown752,Unknown752@gmail.com
The Bullring,"107 Trent Lane, Guelph",Guelph,,,restaurant,OpenStreetMap,1,Unknown753,Unknown753@gmail.com
Park Eatery,"294 Woolwich Street, Guelph",Guelph,(519) 265-9002,https://www.parkeatery.ca/,cafe,OpenStreetMap,1,Unknown754,Unknown754@gmail.com
Lady Glaze Doughnuts,46 Quebec Street,Guelph,(519) 265-0625,https://ladyglazedoughnuts.com/pages/contact,"donut, coffee shop",OpenStreetMap,1,Unknown755,Unknown755@gmail.com
Chat Time,,Guelph,,,bubble tea,OpenStreetMap,1,Unknown756,Unknown756@gmail.com
Score Pizza,"33 Wyndham Street North, Guelph",Guelph,(647) 459-2052,https://www.scorepizza.ca/,pizza,OpenStreetMap,1,Unknown757,Unknown757@gmail.com
Bknnah Ethiopian Restaurant,60 Carden Street,Guelph,(226) 820-3104,,"african, ethiopian, eritrean",OpenStreetMap,1,Unknown758,Unknown758@gmail.com
The Works,97 Wyndham Street North,Guelph,,,burger,OpenStreetMap,1,Unknown759,Unknown759@gmail.com
Sinaloa Factory Guelph,447 Elizabeth Street,Guelph,(519) 829-1051,https://www.sinaloafactory.com/,mexican,OpenStreetMap,1,Unknown760,Unknown760@gmail.com
Gino's Pizza,320 Eastview Road,Guelph,,,pizza,OpenStreetMap,1,Unknown761,Unknown761@gmail.com
Red Papaya Thai And Grill,55 Wyndham Street North,Guelph,,,thai,OpenStreetMap,1,Unknown762,Unknown762@gmail.com
The Potato Shack,300 Willow Road,Guelph,,https://potatoshack.ca/,"fries, poutine",OpenStreetMap,1,Unknown763,Unknown763@gmail.com
Local Haunt,2 Grant Street,Guelph,,https://localhaunt.ca/,restaurant,OpenStreetMap,1,Unknown764,Unknown764@gmail.com
Turtle Jack's,"515 Woodlawn Road West, Guelph",Guelph,,,restaurant,OpenStreetMap,1,Unknown765,Unknown765@gmail.com
The Boathouse,"116 Gordon Street, Guelph",Guelph,(519) 822-5692,https://www.theboathouseguelph.com/,"ice cream, sandwich",OpenStreetMap,1,Unknown766,Unknown766@gmail.com
Benjamin's Bodega,"88 Waterloo Avenue, Guelph",Guelph,(548) 855-0015,https://sagehomes6.wixsite.com/benjaminsbodega,coffee shop,OpenStreetMap,1,Unknown767,Unknown767@gmail.com
Stampede Ranch,"226 Woodlawn Road West, Guelph",Guelph,,,american,OpenStreetMap,1,Unknown768,Unknown768@gmail.com
Einstein's Cafe,"2;4 Grant Street, Guelph",Guelph,,,restaurant,OpenStreetMap,1,Unknown769,Unknown769@gmail.com
Zen Gardens,"104 Surrey Street East, Guelph",Guelph,,,restaurant,OpenStreetMap,1,Unknown770,Unknown770@gmail.com
Town and Country Restaurant,"683 Eramosa Road, Guelph",Guelph,(548) 855-0079,https://www.townandcountryguelph.ca/,"burger, american",OpenStreetMap,1,Unknown771,Unknown771@gmail.com
